ISBN,Book-Title,Book-Author,Publisher,Genre,combined_features
068485743X,The First Five Pages: A Writer's Guide to Staying Out of the Rejection Pile,Noah Lukeman,Fireside,,The First Five Pages: A Writer's Guide to Staying Out of the Rejection Pile Noah Lukeman Fireside 
1578567734,Finding Alice,MELODY CARLSON,WaterBrook Press,,Finding Alice MELODY CARLSON WaterBrook Press 
345455304,In Dog Years I'd Be Dead: Garfield at 25,Jim Davis,Ballantine Books,,In Dog Years I'd Be Dead: Garfield at 25 Jim Davis Ballantine Books 
842360999,Catching Katie (HeartQuest),Robin Lee Hatcher,Tyndale House Publishers,,Catching Katie (HeartQuest) Robin Lee Hatcher Tyndale House Publishers 
1590522494,The Holy Wild : Trusting the Character of God,Mark Buchanan,Multnomah,,The Holy Wild : Trusting the Character of God Mark Buchanan Multnomah 
941599205,"Make Money Reading Books, Third Edition",Bruce Fife,Piccadilly Books,,"Make Money Reading Books, Third Edition Bruce Fife Piccadilly Books "
764227289,If I Gained the World,Linda Nichols,Bethany House Publishers,,If I Gained the World Linda Nichols Bethany House Publishers 
446529060,Cover Girls,T. D. Jakes,Warner Faith,,Cover Girls T. D. Jakes Warner Faith 
1590520335,The Breaking Point,Karen Ball,Multnomah,,The Breaking Point Karen Ball Multnomah 
084237115X,A Case of Bad Taste (Morning Shade Mystery),Lori Copeland,Tyndale House Publishers,,A Case of Bad Taste (Morning Shade Mystery) Lori Copeland Tyndale House Publishers 
1589190068,Bethesda,Paul Nigro,Chariot Victor Pub,,Bethesda Paul Nigro Chariot Victor Pub 
1589190009,Q,Paul A. Nigro,Chariot Victor Pub,,Q Paul A. Nigro Chariot Victor Pub 
1590521986,Sisterchicks on the Loose (Sisterchicks),Robin Jones Gunn,Multnomah,,Sisterchicks on the Loose (Sisterchicks) Robin Jones Gunn Multnomah 
076422784X,Bad Ground,W. Dale Cramer,Bethany House Publishers,,Bad Ground W. Dale Cramer Bethany House Publishers 
884197239,Worship Him,Fuchsia T. Pickett,Charisma House,,Worship Him Fuchsia T. Pickett Charisma House 
084238118X,"Tying the Knot (Heartquest, 2)",Susan Warren,Tyndale House Publishers,,"Tying the Knot (Heartquest, 2) Susan Warren Tyndale House Publishers "
1578562503,"More Jesus, Less Religion: Moving from Rules to Relationship",Stephen Arterburn,Waterbrook Press,,"More Jesus, Less Religion: Moving from Rules to Relationship Stephen Arterburn Waterbrook Press "
816749280,"Garfield and the Teacher Creature (Planet Reader, Chapter Book)",Jim Davis,Troll Communications,,"Garfield and the Teacher Creature (Planet Reader, Chapter Book) Jim Davis Troll Communications "
671027379,Deception Point,Dan Brown,Atria,,Deception Point Dan Brown Atria 
380974053,Midnight in Ruby Bayou,Elizabeth Lowell,William Morrow &amp; Company,,Midnight in Ruby Bayou Elizabeth Lowell William Morrow &amp; Company 
312097913,The Dying Room,E.X. Giroux,St Martins Pr,,The Dying Room E.X. Giroux St Martins Pr 
1556611358,The Poet's Homecoming,George MacDonald,Baker Pub Group,,The Poet's Homecoming George MacDonald Baker Pub Group 
1551922444,Harry Potter and the Chamber of Secrets,J. K. Rowling,Raincoast Book Distribution,,Harry Potter and the Chamber of Secrets J. K. Rowling Raincoast Book Distribution 
764227858,"Secrets on the Wind (Whitson, Stephanie Grace. Pine Ridge Portraits, 1.)",Stephanie Grace Whitson,Bethany House Publishers,,"Secrets on the Wind (Whitson, Stephanie Grace. Pine Ridge Portraits, 1.) Stephanie Grace Whitson Bethany House Publishers "
812536029,The Three Musketeers,Alexandre Dumas,Tor Books,,The Three Musketeers Alexandre Dumas Tor Books 
448095564,"The Thirteenth Pearl (Nancy Drew Mystery Stories, No 56)",Carolyn Keene,Grosset &amp; Dunlap,,"The Thirteenth Pearl (Nancy Drew Mystery Stories, No 56) Carolyn Keene Grosset &amp; Dunlap "
373223684,"Pirate Ghost (Dreamscape) (Harlequin Intrigue, No 368)",Laura Pender,Harlequin,,"Pirate Ghost (Dreamscape) (Harlequin Intrigue, No 368) Laura Pender Harlequin "
373225253,"After Dark (Harlequin Intrigue, No. 525)",Rebecca York,Harlequin,,"After Dark (Harlequin Intrigue, No. 525) Rebecca York Harlequin "
373258518,"About Last Night ... (The Wrong Bed) (Harlequin Temptation, No. 751)",Stephanie Bond,Harlequin,,"About Last Night ... (The Wrong Bed) (Harlequin Temptation, No. 751) Stephanie Bond Harlequin "
671636723,POSSESSIONS,Judith Michael,Pocket,,POSSESSIONS Judith Michael Pocket 
62730231,Major Options: The Student's Guide to Linking College Majors and Career Opportunities During and After College,Nicholas Basta,Harpercollins,,Major Options: The Student's Guide to Linking College Majors and Career Opportunities During and After College Nicholas Basta Harpercollins 
312009755,The West and the world since 1945,Glenn Blackburn,St. Martin's Press,,The West and the world since 1945 Glenn Blackburn St. Martin's Press 
155625128,The Modern Researcher,Jacques Barzun,Harcourt,,The Modern Researcher Jacques Barzun Harcourt 
801820103,The Breakdown of Democratic Regimes: Chile (Breakdown of Democratic Regimes),Juan J. Linz,Johns Hopkins University Press,,The Breakdown of Democratic Regimes: Chile (Breakdown of Democratic Regimes) Juan J. Linz Johns Hopkins University Press 
038076878X,Splendor,Catherine Hart,Harper Mass Market Paperbacks (Mm),,Splendor Catherine Hart Harper Mass Market Paperbacks (Mm) 
380760061,Temptation,Catherine Hart,Harpercollins,,Temptation Catherine Hart Harpercollins 
1575666243,Permed to Death (Bad Hair Day Mysteries (Paperback)),Nancy J. Cohen,Kensington Publishing Corporation,,Permed to Death (Bad Hair Day Mysteries (Paperback)) Nancy J. Cohen Kensington Publishing Corporation 
373834640,Midnight Fantasies: Mystery Lover/After Hours/Show and Tell (3 Novels in 1),Vicki Lewis Thompson,Harlequin,,Midnight Fantasies: Mystery Lover/After Hours/Show and Tell (3 Novels in 1) Vicki Lewis Thompson Harlequin 
440208289,Nobody's Angel,Karen Robards,Dell,,Nobody's Angel Karen Robards Dell 
393009564,Chesapeake in the Seventeenth Century,Thad W. Tate,W. W. Norton &amp; Company,,Chesapeake in the Seventeenth Century Thad W. Tate W. W. Norton &amp; Company 
515107492,Fair Game,S.W. Bradford,Jove Books,,Fair Game S.W. Bradford Jove Books 
373520638,Emergency Stand - By - Date (Yours Truly),David A. Carter,Silhouette,,Emergency Stand - By - Date (Yours Truly) David A. Carter Silhouette 
373035551,"Boss And The Plain Jayne Bride (Harlequin Romance, 3555)",Heather MacAllister,Harlequin,,"Boss And The Plain Jayne Bride (Harlequin Romance, 3555) Heather MacAllister Harlequin "
671644459,Awakening,Jude Deveraux,Pocket,,Awakening Jude Deveraux Pocket 
042508471X,Prizzis Honor,Richard Condon,Berkley Publishing Group,,Prizzis Honor Richard Condon Berkley Publishing Group 
425082059,Back to the Future: A Novel,George Gipe,Berkley Publishing Group,,Back to the Future: A Novel George Gipe Berkley Publishing Group 
60972017,The immortal Bartfuss,Aron Appelfeld,Perennial Library,,The immortal Bartfuss Aron Appelfeld Perennial Library 
380865610,Gremlins,George Gipe,Avon,,Gremlins George Gipe Avon 
821717235,Circular Staircase,Mary Roberts Rinehart,Zebra Books,,Circular Staircase Mary Roberts Rinehart Zebra Books 
385333218,Rocket Boys,Homer Hickam,Delta,,Rocket Boys Homer Hickam Delta 
60170409,Modern American Memoirs,Annie Dillard,Harpercollins,,Modern American Memoirs Annie Dillard Harpercollins 
60173025,Threshold,Ben Mezrich,Harpercollins,,Threshold Ben Mezrich Harpercollins 
743216474,Half in Love : Stories,Maile Meloy,Scribner,,Half in Love : Stories Maile Meloy Scribner 
055326852X,In the Shadow of the Crown,Susan Bowden,Bantam Books,,In the Shadow of the Crown Susan Bowden Bantam Books 
067100414X,DAYS OF DRUMS,Philip Shelby,Pocket,,DAYS OF DRUMS Philip Shelby Pocket 
1588519724,Shackles of Silence,Manju Weber,Publishamerica,,Shackles of Silence Manju Weber Publishamerica 
373244894,"Ryan's Place  (The Devaneys) (Silhouette Special Edition, No. 1489)",Sherryl Woods,Silhouette,,"Ryan's Place  (The Devaneys) (Silhouette Special Edition, No. 1489) Sherryl Woods Silhouette "
1557988919,Mastering APA Style: Student's Workbook and Training Guide,Harold Gelfand,American Psychological Association (APA),,Mastering APA Style: Student's Workbook and Training Guide Harold Gelfand American Psychological Association (APA) 
151005575,"Looking for Spinoza: Joy, Sorrow, and the Feeling Brain",Antonio Damasio,Harcourt,,"Looking for Spinoza: Joy, Sorrow, and the Feeling Brain Antonio Damasio Harcourt "
802116868,Down the Highway: The Life of Bob Dylan,Howard Sounes,Grove Press,,Down the Highway: The Life of Bob Dylan Howard Sounes Grove Press 
1851680225,What Life Could Mean to You,Alfred Adler,Natl Book Network,,What Life Could Mean to You Alfred Adler Natl Book Network 
312105037,Mick Jagger: Primitive Cool,Christopher Sandford,St Martins Pr,,Mick Jagger: Primitive Cool Christopher Sandford St Martins Pr 
2277123498,2001 - L'odyssee De L'espace,Clark,Editions 84,,2001 - L'odyssee De L'espace Clark Editions 84 
60995149,Come to Me: Stories,Amy Bloom,Perennial,,Come to Me: Stories Amy Bloom Perennial 
964178419,Our Wish,Ralph Da Costa Nunez,Homes for the Homeless Inc,,Our Wish Ralph Da Costa Nunez Homes for the Homeless Inc 
812053710,Once Upon a Potty : His,Alona Frankel,Barrons Juveniles,,Once Upon a Potty : His Alona Frankel Barrons Juveniles 
717287017,Dumbo,Walt Disney,Walt Disney,,Dumbo Walt Disney Walt Disney 
881069450,The Crayon Counting Board Book,Pam Munoz Ryan,Charlesbridge Publishing,,The Crayon Counting Board Book Pam Munoz Ryan Charlesbridge Publishing 
769600247,Bedtime for Kittens,Landoll,Landoll,,Bedtime for Kittens Landoll Landoll 
746015380,Whats Happening on the Farm (What's Happening? Series),Heather Amery,Educational Development Corporation,,Whats Happening on the Farm (What's Happening? Series) Heather Amery Educational Development Corporation 
030712116X,Animal Babies (Golden Sturdy Book),Rebecca Dickinson,Golden Books,,Animal Babies (Golden Sturdy Book) Rebecca Dickinson Golden Books 
1559870001,"Puppies, Pussycats and Other Friends",Gyo Fujikawa,Jb Communication,,"Puppies, Pussycats and Other Friends Gyo Fujikawa Jb Communication "
789429160,Touch and Feel: Farm,Dorling Kindersley Publishing,Dorling Kindersley Publishing,,Touch and Feel: Farm Dorling Kindersley Publishing Dorling Kindersley Publishing 
833550578,A Country Far Away,Nigel Gray,Sagebrush Bound,,A Country Far Away Nigel Gray Sagebrush Bound 
340219408,Gumdrop has a birthday,Val Biro,Hodder and Stoughton,,Gumdrop has a birthday Val Biro Hodder and Stoughton 
859530132,The Princess and the Dragon (Child's Play Library),Audrey Wood,Child's Play International Ltd,,The Princess and the Dragon (Child's Play Library) Audrey Wood Child's Play International Ltd 
1555838111,They Say She Tastes Like Honey : A Novel,Michelle Sawyer,Alyson Pubns,,They Say She Tastes Like Honey : A Novel Michelle Sawyer Alyson Pubns 
849932092,The Excitement Is Building: How Habitat for Humanity Is Putting Roofs over Heads and Hope in Hearts,Millard Fuller,Thomas Nelson Inc,,The Excitement Is Building: How Habitat for Humanity Is Putting Roofs over Heads and Hope in Hearts Millard Fuller Thomas Nelson Inc 
971679002,Gilded,Catherine Karp,Coachlight Press,,Gilded Catherine Karp Coachlight Press 
812929446,Sources of Strength: Meditation on Scripture for a Living Faith,Jimmy Carter,Random House Inc,,Sources of Strength: Meditation on Scripture for a Living Faith Jimmy Carter Random House Inc 
068484219X,Enchanted Love: The Mystical Power of Intimate Relationships,Marianne Williamson,Simon &amp; Schuster,,Enchanted Love: The Mystical Power of Intimate Relationships Marianne Williamson Simon &amp; Schuster 
1558749101,Human Moments : How to Find Meaning and Love in Your Everyday Life,Edward Hallowell,Health Communications,,Human Moments : How to Find Meaning and Love in Your Everyday Life Edward Hallowell Health Communications 
61043583,Unnatural Death (Lord Peter Wimsey Mysteries (Paperback)),Dorothy L. Sayers,HarperTorch,,Unnatural Death (Lord Peter Wimsey Mysteries (Paperback)) Dorothy L. Sayers HarperTorch 
425194604,At Wick's End (Prime Crime Mysteries),Tim Myers,Berkley Publishing Group,,At Wick's End (Prime Crime Mysteries) Tim Myers Berkley Publishing Group 
805210415,The Periodic Table,Primo Levi,Schocken Books,,The Periodic Table Primo Levi Schocken Books 
373223218,Trust With Your Life (Dangerous Man) (Harlequin Intrigue No 321),M.L. Gamble,Harlequin,,Trust With Your Life (Dangerous Man) (Harlequin Intrigue No 321) M.L. Gamble Harlequin 
373223226,"Familiar Tale (Fear Familiar Mystery) (Harlequin Intrigue, No 322)",Caroline Burnes,Harlequin,,"Familiar Tale (Fear Familiar Mystery) (Harlequin Intrigue, No 322) Caroline Burnes Harlequin "
373223188,"Till Death Us Do Part (43 Light St.) (Harlequin Intrigue, No 3187)",Rebecca York,Harlequin,,"Till Death Us Do Part (43 Light St.) (Harlequin Intrigue, No 3187) Rebecca York Harlequin "
312109873,Four Hands,"Paco Ignacio, II Taibo",St Martins Pr,,"Four Hands Paco Ignacio, II Taibo St Martins Pr "
1885167237,Inside the Magic Kingdom: Seven Keys to Disney's Success,Thomas K. Connellan,Bard Press (TX),,Inside the Magic Kingdom: Seven Keys to Disney's Success Thomas K. Connellan Bard Press (TX) 
671797301,SOUL WOULD HAVE NO RAINBOW IF THE EYES HAD NO TEARS AND OTHER NATIVE AMERICAN PR,Guy Zona,Touchstone,,SOUL WOULD HAVE NO RAINBOW IF THE EYES HAD NO TEARS AND OTHER NATIVE AMERICAN PR Guy Zona Touchstone 
192836552,Pensees and Other Writings (Oxford World's Classics (Paperback)),Blaise Pascal,Oxford University Press,,Pensees and Other Writings (Oxford World's Classics (Paperback)) Blaise Pascal Oxford University Press 
840734247,A Skeleton In God's Closet,Paul Maier,WestBow Press,,A Skeleton In God's Closet Paul Maier WestBow Press 
393050327,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,W.W. Norton &amp; Company,,The Perfect Storm: A True Story of Men Against the Sea Sebastian Junger W.W. Norton &amp; Company 
425091554,Callahan's Cross Salon,Spider Robinson,Berkley Publishing Group,,Callahan's Cross Salon Spider Robinson Berkley Publishing Group 
425062880,Mindkiller,Spider Robinson,Berkley Publishing Group,,Mindkiller Spider Robinson Berkley Publishing Group 
312104340,Breach of Immunity,Molly Hite,St. Martin's Press,,Breach of Immunity Molly Hite St. Martin's Press 
449909824,The End of Vandalism,Tom Drury,Ballantine Books,,The End of Vandalism Tom Drury Ballantine Books 
446404780,Turtle Baby: A Mystery Novel,Abigail Padgett,Warner Books (Mm),,Turtle Baby: A Mystery Novel Abigail Padgett Warner Books (Mm) 
741412497,"September 11, 2001 Remembered: Where You Were, How You Felt?",Adele Roberts,Infinity Publishing.com,,"September 11, 2001 Remembered: Where You Were, How You Felt? Adele Roberts Infinity Publishing.com "
1891150510,Soften the Storm,Marjorie V. Weber,Anton V. Publishing,,Soften the Storm Marjorie V. Weber Anton V. Publishing 
1556523025,Outwitting Squirrels: 101 Cunning Stratagems to Reduce Dramatically the Egregious Misappropriation of Seed from Your Birdfeeder by Squirrels,Bill Adler,Chicago Review Press,,Outwitting Squirrels: 101 Cunning Stratagems to Reduce Dramatically the Egregious Misappropriation of Seed from Your Birdfeeder by Squirrels Bill Adler Chicago Review Press 
1555611664,Baby Tips for New Moms: First 4 Months (Baby Tips for New Moms and Dads),Jeanne Murphy,Perseus Publishing,,Baby Tips for New Moms: First 4 Months (Baby Tips for New Moms and Dads) Jeanne Murphy Perseus Publishing 
671867784,JOY OF PARENTHOOD,Jan Blaustone,Meadowbrook,,JOY OF PARENTHOOD Jan Blaustone Meadowbrook 
393967956,"Winesburg, Ohio: Authoritative Text Backgrounds and Contexts Criticism (A Norton Critical Edition)",Sherwood Anderson,W. W. Norton &amp; Company,,"Winesburg, Ohio: Authoritative Text Backgrounds and Contexts Criticism (A Norton Critical Edition) Sherwood Anderson W. W. Norton &amp; Company "
679761055,Beauty and Sadness,Yasunari Kawabata,Vintage Books USA,,Beauty and Sadness Yasunari Kawabata Vintage Books USA 
3453206541,Die Bernsteinkarawane.,Elena Arseneva,Heyne,,Die Bernsteinkarawane. Elena Arseneva Heyne 
440404371,Melba the Mummy,Ivy Ruckman,Yearling Books,,Melba the Mummy Ivy Ruckman Yearling Books 
345350588,Source of Magic (Xanth Novels (Paperback)),Piers Anthony,Del Rey Books,,Source of Magic (Xanth Novels (Paperback)) Piers Anthony Del Rey Books 
553571745,The Crystal Star (Star Wars (Random House Paperback)),Vonda N. McIntyre,Spectra Books,,The Crystal Star (Star Wars (Random House Paperback)) Vonda N. McIntyre Spectra Books 
690048033,An Octopus Is Amazing (Let's Read and Find Out),Patricia Lauber,Harpercollins,,An Octopus Is Amazing (Let's Read and Find Out) Patricia Lauber Harpercollins 
64450775,Dinosaur Bones (Let's-Read-and-Find-Out Science 2),Aliki,HarperTrophy,,Dinosaur Bones (Let's-Read-and-Find-Out Science 2) Aliki HarperTrophy 
893755591,Amazing World Of Ants - Pbk,Francene Sabin,Troll Communications,,Amazing World Of Ants - Pbk Francene Sabin Troll Communications 
446608548,The Temple and the Crown,Katherine Kurtz,Aspect,,The Temple and the Crown Katherine Kurtz Aspect 
425083780,Faith of Tarot,Piers Anthony,Berkley Publishing Group,,Faith of Tarot Piers Anthony Berkley Publishing Group 
451128567,Domina,Barbara Wood,New Amer Library (Mm),,Domina Barbara Wood New Amer Library (Mm) 
816740593,The president who pardoned a turkey and other wacky tales of American history,Allan Zullo,Watermill Press,,The president who pardoned a turkey and other wacky tales of American history Allan Zullo Watermill Press 
819310832,A Garden for Miss Mouse,Michaela Muntean,Parents Magazine Press,,A Garden for Miss Mouse Michaela Muntean Parents Magazine Press 
307659798,The Pizza War (Mini Novel ; No. 5),Erica Farber,Random House Childrens Pub,,The Pizza War (Mini Novel ; No. 5) Erica Farber Random House Childrens Pub 
067982149X,"Baseball's Greatest Pitchers (Step into Reading, Step 4, paper)",S. A. Kramer,Random House Children's Books,,"Baseball's Greatest Pitchers (Step into Reading, Step 4, paper) S. A. Kramer Random House Children's Books "
440416280,Third Grade Pet,Judy Cox,Yearling,,Third Grade Pet Judy Cox Yearling 
516411144,Manatees (New True Books: Animals (Paperback)),Emilie U Lepthien,Scholastic Library Pub (P),,Manatees (New True Books: Animals (Paperback)) Emilie U Lepthien Scholastic Library Pub (P) 
307118150,Amazing Space Facts (Golden Look Look Book),Dinah L. Moche,Golden Books,,Amazing Space Facts (Golden Look Look Book) Dinah L. Moche Golden Books 
380725363,Far North,Will Hobbs,HarperCollins,,Far North Will Hobbs HarperCollins 
64470733,One Fat Summer (rpkg) (Ursula Nordstrom Book),Robert Lipsyte,HarperTrophy,,One Fat Summer (rpkg) (Ursula Nordstrom Book) Robert Lipsyte HarperTrophy 
446314722,Death of an Expert Witness,P. D. James,Warner Books,,Death of an Expert Witness P. D. James Warner Books 
553280406,The Walking Drum,LOUIS L'AMOUR,Bantam,,The Walking Drum LOUIS L'AMOUR Bantam 
679724990,The Kindness of Strangers: The Abandonment of Children in Western Europe from Late Antiquity to the Renaissance,John Boswell,Vintage Books USA,,The Kindness of Strangers: The Abandonment of Children in Western Europe from Late Antiquity to the Renaissance John Boswell Vintage Books USA 
380811820,Kontinent 4: Contemporary Russian Writers,George Bailey,Avon Books,,Kontinent 4: Contemporary Russian Writers George Bailey Avon Books 
61020761,The Patriot,Stephen Molstad,HarperEntertainment,,The Patriot Stephen Molstad HarperEntertainment 
373191839,"My Favorite Husband (Harlequin Silhouette Romance, No 1183)",Sally Carleen,Silhouette,,"My Favorite Husband (Harlequin Silhouette Romance, No 1183) Sally Carleen Silhouette "
449221237,Duke's Dilemma,Rachelle Edwards,Fawcett Books,,Duke's Dilemma Rachelle Edwards Fawcett Books 
373520867,Bachelorette Blues (Silhouette Yours Truly),Robyn Amos,Silhouette,,Bachelorette Blues (Silhouette Yours Truly) Robyn Amos Silhouette 
451207831,"Life Is Short, Pray Hard: Forbidden Fruit II : More Roadside Church Signs Across America (Forbidden Fruit)",Mary Katherine Compton,New American Library,,"Life Is Short, Pray Hard: Forbidden Fruit II : More Roadside Church Signs Across America (Forbidden Fruit) Mary Katherine Compton New American Library "
345317505,Traits of a Healthy Family: Fifteen Traits Commonly Found in Healthy Families by Those Who Work With Them (Epiphany),Dolores Curran,Ballantine Books,,Traits of a Healthy Family: Fifteen Traits Commonly Found in Healthy Families by Those Who Work With Them (Epiphany) Dolores Curran Ballantine Books 
373120516,"To Be A Bridegroom  (Bachelor Brothers) (Harlequin Presents, No. 2051)",Carole Mortimer,Harlequin,,"To Be A Bridegroom  (Bachelor Brothers) (Harlequin Presents, No. 2051) Carole Mortimer Harlequin "
373224923,"Under The Midnight Sun (Harlequin Intrigue, 492)",Marilyn Cunningham,Harlequin,,"Under The Midnight Sun (Harlequin Intrigue, 492) Marilyn Cunningham Harlequin "
425080943,Stranger In a Strange Land,Robert A. Heinlein,Berkley Publishing Group,,Stranger In a Strange Land Robert A. Heinlein Berkley Publishing Group 
440227186,Island of the Blue Dolphins,Scott O'Dell,Random House Childrens Pub,,Island of the Blue Dolphins Scott O'Dell Random House Childrens Pub 
806957646,Simple Science Experiments With Everyday Materials,Muriel Mandell,Sterling Publishing,,Simple Science Experiments With Everyday Materials Muriel Mandell Sterling Publishing 
553151959,Help! You're Shrink/,Edward Packard,Yearling Books,,Help! You're Shrink/ Edward Packard Yearling Books 
877849455,Who You Are When No One's Looking,William Hybels,InterVarsity Press,,Who You Are When No One's Looking William Hybels InterVarsity Press 
440473217,Paddington Takes the Air,Michael Bond,Yearling Books,,Paddington Takes the Air Michael Bond Yearling Books 
439410371,Captain Underpants And The Perilous Plot Of Professor Poopypants: El Capitan Calzoncillos Y El Perverso Plan Del Profesor Pipcac,Dav Pilkey,Blue Sky Press (AZ),,Captain Underpants And The Perilous Plot Of Professor Poopypants: El Capitan Calzoncillos Y El Perverso Plan Del Profesor Pipcac Dav Pilkey Blue Sky Press (AZ) 
439317363,El Capitan Calzoncillos Y El Ataque De Los Inodoros Parlantes: Otra Novela Epica (Captain Underpants (Spanish)),Dav Pilkey,Scholastic en Espanol,,El Capitan Calzoncillos Y El Ataque De Los Inodoros Parlantes: Otra Novela Epica (Captain Underpants (Spanish)) Dav Pilkey Scholastic en Espanol 
671785702,DOUBLE DATE (FEAR STREET ) : DOUBLE DATE,R.L. Stine,Simon Pulse,,DOUBLE DATE (FEAR STREET ) : DOUBLE DATE R.L. Stine Simon Pulse 
671529420,Who's Been Sleeping in my Grave? (Ghosts of Fear Street #2),R. L. Stine,Aladdin,,Who's Been Sleeping in my Grave? (Ghosts of Fear Street #2) R. L. Stine Aladdin 
896868230,Snorkeling (Adventurers),Mike Holbrook,Silver Burdett Pr,,Snorkeling (Adventurers) Mike Holbrook Silver Burdett Pr 
375810625,Dr. Seuss' How the Grinch Stole Christmas!,Louise Gikow,Random House Children's Books,,Dr. Seuss' How the Grinch Stole Christmas! Louise Gikow Random House Children's Books 
067988338X,"Dolphins At Daybreak (Magic Tree House 9, paper)",Mary Pope Osborne,Random House Children's Books,,"Dolphins At Daybreak (Magic Tree House 9, paper) Mary Pope Osborne Random House Children's Books "
375806113,Stage Fright on a Summer Night (Magic Tree House #25),Mary Pope Osborne,Random House Children's Books,,Stage Fright on a Summer Night (Magic Tree House #25) Mary Pope Osborne Random House Children's Books 
067989070X,"Earthquake In The Early Morning (Magic Tree House 24, paper)",Mary Pope Osborne,Random House Children's Books,,"Earthquake In The Early Morning (Magic Tree House 24, paper) Mary Pope Osborne Random House Children's Books "
515125601,Flying Finish,Dick Francis,Jove Books,,Flying Finish Dick Francis Jove Books 
1562942182,"Irish-American Experience, The (Coming to America)",Seamus Cavan,Millbrook Press,,"Irish-American Experience, The (Coming to America) Seamus Cavan Millbrook Press "
688138616,"The Year You Were Born, 1988",Jeanne Martenete,William Morrow,,"The Year You Were Born, 1988 Jeanne Martenete William Morrow "
307021459,Walt Disney's Donald Duck's toy sailboat (A Little golden book),Annie North Bedford,Western Pub. Co,,Walt Disney's Donald Duck's toy sailboat (A Little golden book) Annie North Bedford Western Pub. Co 
553370529,Educating for Character: How Our Schools Can Teach Respect and Responsibility,Thomas Lickona,Bantam,,Educating for Character: How Our Schools Can Teach Respect and Responsibility Thomas Lickona Bantam 
449211894,Burning Shore,Wilbur A. Smith,Fawcett Books,,Burning Shore Wilbur A. Smith Fawcett Books 
380767589,To the Ends of the Earth (Avon Romance),Elizabeth Lowell,Avon,,To the Ends of the Earth (Avon Romance) Elizabeth Lowell Avon 
860202550,Horses and Ponies (Spotters Guides Series),Joanna Spector,E.D.C. Publishing,,Horses and Ponies (Spotters Guides Series) Joanna Spector E.D.C. Publishing 
393319946,Endurance: An Epic of Polar Adventure,F. A. Worsley,W.W. Norton &amp; Company,,Endurance: An Epic of Polar Adventure F. A. Worsley W.W. Norton &amp; Company 
395771544,A Wrinkle in Time: And Related Readings (Literature Connections),Madeleine L'Engle,Houghton Mifflin Company,,A Wrinkle in Time: And Related Readings (Literature Connections) Madeleine L'Engle Houghton Mifflin Company 
786707887,The Mammoth Book of Endurance and Adventure,Jon E. Lewis,Carroll &amp; Graf Publishers,,The Mammoth Book of Endurance and Adventure Jon E. Lewis Carroll &amp; Graf Publishers 
553344463,The Difficult Child,"Stanley, M.D. Turecki",Bantam Books,,"The Difficult Child Stanley, M.D. Turecki Bantam Books "
807554138,The Mystery on the Ice (The Boxcar Children Winter Special #1),Gertrude Chandler Warner,Albert Whitman &amp; Company,,The Mystery on the Ice (The Boxcar Children Winter Special #1) Gertrude Chandler Warner Albert Whitman &amp; Company 
843138068,Wee Sing Bible Songs (Price Stern Sloan Classic),Pam Beall,Price Stern Sloan,,Wee Sing Bible Songs (Price Stern Sloan Classic) Pam Beall Price Stern Sloan 
590494430,Asi Vamos a LA Escuela: UN Libro Acerca De Ninos En Diferentes Paises Del Mundo (Mariposa Scholastic en Espanol),Edith Baer,Scholastic,,Asi Vamos a LA Escuela: UN Libro Acerca De Ninos En Diferentes Paises Del Mundo (Mariposa Scholastic en Espanol) Edith Baer Scholastic 
60808934,Skinwalkers,Tony Hillerman,Harpercollins Publisher,,Skinwalkers Tony Hillerman Harpercollins Publisher 
816013551,In Search of the Trojan War,Michael Wood,Marboro Books,,In Search of the Trojan War Michael Wood Marboro Books 
307123456,The Little Mermaid (A Big golden book),Michael Teitelbaum,Random House Childrens Books,,The Little Mermaid (A Big golden book) Michael Teitelbaum Random House Childrens Books 
157973006X,Pocahontas: An Unlikely Pair (Disney's Storytime Treasures Library),Disney Enterprises Inc,Advance Publishers LLC,,Pocahontas: An Unlikely Pair (Disney's Storytime Treasures Library) Disney Enterprises Inc Advance Publishers LLC 
553569023,The Girl Who Ran Off With Daddy: A Stewart Hoag Mystery,David Handler,Bantam Books,,The Girl Who Ran Off With Daddy: A Stewart Hoag Mystery David Handler Bantam Books 
373825234,"New Way To Fly  (Crystal Creek #11 -- Harlequin) (Crystal Creek, No 11)",Margot Dalton,Harlequin,,"New Way To Fly  (Crystal Creek #11 -- Harlequin) (Crystal Creek, No 11) Margot Dalton Harlequin "
373121059,"To Tame A Proud Heart (9 To 5) (Harlequin Presents, 2105)",Cathy Williams,Harlequin,,"To Tame A Proud Heart (9 To 5) (Harlequin Presents, 2105) Cathy Williams Harlequin "
312906196,Death in the Andamans,Mary Margaret Kaye,St Martins Pr,,Death in the Andamans Mary Margaret Kaye St Martins Pr 
067187456X,The PASSION (DARK VISIONS 3): THE PASSION,L.J. Smith,Simon Pulse,,The PASSION (DARK VISIONS 3): THE PASSION L.J. Smith Simon Pulse 
037376507X,Where There's Smoke  Dynasties: The Barones,Barbara McCauley,Silhouette,,Where There's Smoke  Dynasties: The Barones Barbara McCauley Silhouette 
689857721,America,E. R. Frank,Simon Pulse,,America E. R. Frank Simon Pulse 
